ispb,nome_completo,nome_reduzido,cnpj,tipo_instituicao,autorizada_bcb,participa_pix,participa_str,status_operacional,fonte_dados,modalidade_pix,iniciacao_pagamento,facilitador_saque,data_inicio_operacao,acesso_principal,participa_compe
49389307,CC COOPLIVRE,CC COOPLIVRE,49389307000115,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
49555647,QUADRA SOCIEDADE DE CRÉDITO DIRETO S.A.,QUADRA SCD,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,07/11/2023,Internet,Não
49686505,WASU IP LTDA.,WASU IP LTDA.,49686505000140,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
49931906,TRIO IP LTDA.,TRIO IP LTDA.,49931906000119,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,01/08/2024,RSFN,Não
49933388,BRCONDOS SCD S.A.,BRCONDOS SCD S.A.,49933388000172,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,08/12/2023,RSFN,Não
50032584,LOAN BRASIL SOCIEDADE DE CRÉDITO DIRETO S.A.,LOAN BRASIL SCD S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,06/01/2026,Internet,Não
50579044,LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.,LEVYCAM CCV LTDA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,16/06/2015,Internet,Não
50585090,BANCO BMG CONSIGNADO S.A.,BANCO BMG CONSIGNADO S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
50626276,KONECT SOCIEDADE DE CRÉDITO DIRETO S/A,KONECT SCD S/A,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,29/09/2025,RSFN,Não
50735161,COOP CRESOL MATO GROSSO,COOP CRESOL MATO GROSSO,50735161000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
50871921,MT IP S.A.,MT IP S.A.,50871921000106,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Aguardando Início da Etapa de Operação Restrita,nan,10/04/2025,RSFN,Não
50946592,SETHI SOCIEDADE DE CRÉDITO DIRETO S.A.,SETHI SCD SA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,24/06/2024,Internet,Não
51118615,INTEGRAÇÃO DE CRÉDITO E COBRANÇA SCD,INTEGRAÇÃO DE CRÉDITO E COBRANÇA SCD,51118615000158,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,20/06/2025,RSFN,Não
51118718,NVIO BRASIL SOCIEDADE DE CRÉDITO DIRETO S.A.,NVIO BRASIL SCD S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,16/05/2025,RSFN,Não
51212088,G5 SCD SA,G5 SCD SA,51212088000146,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/06/2024,RSFN,Não
51342763,REVOLUT SCD S.A.,REVOLUT SCD S.A.,51342763000151,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,15/05/2024,RSFN,Não
51414521,ALL IN CRED SCD S.A.,ALL IN CRED SCD S.A.,51414521000126,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/12/2023,RSFN,Não
51489318,CECM MAGISTRADOS DE SÃO PAULO,CECM MAGISTRADOS DE SÃO PAULO,51489318000119,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
51834986,MH SCD S.A.,MH SCD S.A.,51834986000136,Sociedade de Crédito Direto,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Sim,,,
52076716,AWX BRASIL  INSTITUICAO DE PAGAMENTO LTDA,AWX BRASIL IP LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,13/01/2026,RSFN,Não
52440987,SANTS SCD S.A.,SANTS SCD S.A.,52440987000169,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,14/06/2024,RSFN,Não
52586293,Z-ON SCD S.A.,Z-ON SCD S.A.,52586293000134,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,03/10/2024,RSFN,Não
52833288,LB PAY IP LTDA,LB PAY IP LTDA,52833288000189,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Ativo em operação restrita,nan,26/09/2025,Internet,Não
53236808,CCLA DE ARARAQUARA E REGIÃO,CCLA DE ARARAQUARA E REGIÃO,53236808000139,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
53505601,"STONE SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",STONE CFI S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,18/03/2025,RSFN,Não
53518684,BCO HSBC S.A.,BCO HSBC S.A.,53518684000184,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,07/02/2018,RSFN,Não
53575491,COOP CRESOL PRIMATO CREDI,COOP CRESOL PRIMATO CREDI,53575491000165,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Sim,Não,,,
53623781,CC COOPCRED,CC COOPCRED,53623781000137,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
53720128,CONTA SIMPLES SCD S.A.,CONTA SIMPLES SCD S.A.,53720128000196,Sociedade de Crédito Direto,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Etapa Homologatória,nan,,,
53776852,CCR FOR CANA CENTRO EST SP,CCR FOR CANA CENTRO EST SP,53776852000131,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
53822116,MW IP LTDA.,MW IP LTDA.,53822116000172,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,21/10/2025,RSFN,Não
53841911,CCI UNINDÚSTRIA,CCI UNINDÚSTRIA,53841911000108,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
53842122,URBANO S.A. SCFI,URBANO S.A. SCFI,53842122000191,"Sociedade de Crédito, Financiamento e Investimento",Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,23/12/2024,RSFN,Não
53908413,KIWIFY IP,KIWIFY IP,53908413000135,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,31/10/2025,RSFN,Não
53935029,CCLA SICOOB COOCRELIVRE,CCLA SICOOB COOCRELIVRE,53935029000121,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
54024532,MAX IP,MAX IP,54024532000198,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,12/11/2025,RSFN,Não
54037916,CC CREDICITRUS,CC CREDICITRUS,54037916000145,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
54190525,SICOOB CRESSEM - CECM SERV MUN REG METR VALE PARAIBA E LITOR,SICOOB CRESSEM - CECM SERV MUN REG METR VALE PARAIBA E LITOR,54190525000166,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
54264235,VBS SCD S.A.,VBS SCD S.A.,54264235000110,Sociedade de Crédito Direto,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
54401286,CC COCRE,CC COCRE,54401286000146,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
54403563,BCO ARBI S.A.,BCO ARBI S.A.,54403563000150,Banco Comercial,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Sim,22/04/2002,RSFN,Sim
54641030,Câmara B3,Câmara B3,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
54647259,321 SOCIEDADE DE CRÉDITO DIRETO S.A.,321 SCD S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,13/06/2024,Internet,Não
54811417,WOOVI IP LTDA.,WOOVI IP LTDA.,54811417000163,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,07/04/2025,RSFN,Não
55230916,Intesa Sanpaolo Brasil S.A. - Banco Múltiplo,INTESA SANPAOLO BRASIL S.A. BM,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,08/05/2015,RSFN,Não
55428859,FREEX CORRETORA DE CAMBIO S.A.,FREEX CC S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,11/09/2024,Internet,Não
55823094,DELTA GLOBAL SOCIEDADE DE CRÉDITO DIRETO S.A.,DELTA GLOBAL SCD S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,17/04/2025,RSFN,Não
56106523,VUE INSTITUIÇÃO DE PAGAMENTO S.A.,VUE IP S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,28/07/2025,RSFN,Não
56198117,SQUID SCD S.A.,SQUID SCD S.A.,56198117000186,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Etapa Homologatória,nan,27/06/2025,RSFN,Não
56392166,"HARMOS S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",HARMOS S.A. - SCFI,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,24/06/2025,RSFN,Não
57487987,VIVO PAY SCD S.A.,VIVO PAY SCD S.A.,57487987000138,Sociedade de Crédito Direto,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
57563728,CECME EMPR EMP GR ECON RHODIA,CECME EMPR EMP GR ECON RHODIA,57563728000149,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
57824223,WX IP LTDA.,WX IP LTDA.,57824223000190,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Ativo em operação restrita,nan,20/10/2025,Internet,Não
57839805,Banco Tricury S.A.,BCO TRICURY S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,05/08/2013,RSFN,Sim
58022195,CECM EMPR EMP ZILLO LORENZETTI,CECM EMPR EMP ZILLO LORENZETTI,58022195000150,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
58160789,BCO SAFRA S.A.,BCO SAFRA S.A.,58160789000128,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,22/04/2002,RSFN,Sim
58367961,BIT SCD S.A.,BIT SCD S.A.,58367961000119,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Aguardando Início da Etapa de Operação Restrita,nan,22/07/2025,RSFN,Não
58497702,BANCO LETSBANK S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,BANCO LETSBANK S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
58616418,BCO FIBRA S.A.,BCO FIBRA S.A.,58616418000108,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Sim
59109165,Banco Volkswagen S.A.,BCO VOLKSWAGEN S.A,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,17/08/2020,RSFN,Não
59118133,BCO LUSO BRASILEIRO S.A.,BCO LUSO BRASILEIRO S.A.,59118133000100,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Sim
59274605,BANCO GM S.A.,BCO GM S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/07/2020,RSFN,Não
59285411,BANCO PAN,BANCO PAN,59285411000113,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Sim
59396084,BFC SCD S.A.,BFC SCD S.A.,59396084000177,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Ativo em operação restrita,nan,30/09/2025,RSFN,Não
59588111,BCO VOTORANTIM S.A.,BCO VOTORANTIM S.A.,59588111000103,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,22/04/2002,RSFN,Não
59869560,CC NOSSO - SICOOB NOSSO,CC NOSSO - SICOOB NOSSO,59869560000120,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
60394079,Banco ItauBank S.A.,BCO ITAUBANK S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
60498557,Banco MUFG Brasil S.A.,BCO MUFG BRASIL S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Sim
60518222,Banco Sumitomo Mitsui Brasileiro S.A.,BCO SUMITOMO MITSUI BRASIL S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
60701190,ITAÚ UNIBANCO S.A.,ITAÚ UNIBANCO S.A.,60701190000104,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Sim,22/04/2002,RSFN,Sim
60746948,BCO BRADESCO S.A.,BCO BRADESCO S.A.,60746948000112,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Sim,22/04/2002,RSFN,Sim
60779196,CREFISA S.A. CFI,CREFISA S.A. CFI,60779196000196,"Sociedade de Crédito, Financiamento e Investimento",Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
60814191,BANCO MERCEDES-BENZ DO BRASIL S.A.,BCO MERCEDES-BENZ S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,25/05/2020,RSFN,Não
60850229,OMNI BANCO S.A.,OMNI BANCO S.A.,60850229000147,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Não
60889128,BCO SOFISA S.A.,BCO SOFISA S.A.,60889128000180,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Sim
60934221,Câmara de Câmbio B3,Câmbio B3,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
61024352,BM PLENO S.A.,BM PLENO S.A.,61024352000171,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Não
61033106,BCO CREFISA S.A.,BCO CREFISA S.A.,61033106000186,Banco Comercial,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/11/2005,RSFN,Sim
61088183,Banco Mizuho do Brasil S.A.,BCO MIZUHO S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
61182408,Banco Investcred Unibanco S.A.,BANCO INVESTCRED UNIBANCO S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Sim
61186680,BCO BMG S.A.,BCO BMG S.A.,61186680000174,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,22/04/2002,RSFN,Sim
61348538,BANCO C6 CONSIGNADO S.A.,BCO C6 CONSIG,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
61384004,AVENUE SECURITIES BANCO DE INVESTIMENTO S.A.,AVENUE SECURITIES BI S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,18/08/2022,RSFN,Não
61533584,BANCO SOCIETE GENERALE BRASIL S.A.,BCO SOCIETE GENERALE BRASIL,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
61723847,NEON CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,NEON CTVM S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,28/11/2011,RSFN,Não
61747085,TULLETT PREBON BRASIL CORRETORA DE VALORES E CÂMBIO LTDA,TULLETT PREBON BRASIL CVC LTDA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,15/07/2013,RSFN,Não
61809182,UBS (BRASIL) CORRETORA DE VALORES S.A.,UBS (BRASIL) CORRETORA DE VALORES S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,28/06/2011,RSFN,Não
61820817,BCO PAULISTA S.A.,BCO PAULISTA S.A.,61820817000109,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Sim
62073200,BOFA MERRILL LYNCH BM S.A.,BOFA MERRILL LYNCH BM S.A.,62073200000121,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,09/11/2007,RSFN,Não
62109566,CREDISAN CC,CREDISAN CC,62109566000103,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,30/08/2010,RSFN,Sim
62144175,BCO PINE S.A.,BCO PINE S.A.,62144175000120,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Sim
62169875,NU INVESTIMENTOS S.A. - CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS,NU INVESTIMENTOS S.A. - CTVM,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,26/05/2015,RSFN,Não
62232889,BCO DAYCOVAL S.A,BCO DAYCOVAL S.A,62232889000190,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Sim
62237649,CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CAROL DTVM LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,05/07/2018,Internet,Não
62264924,QORE DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS LTDA,QORE,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,24/11/2025,RSFN,Não
62285390,QI CTVM S.A.,QI CTVM S.A.,62285390000140,Sociedade Corretora de TVM,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,01/06/2020,RSFN,Não
62287735,WARREN RENA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,WARREN RENA DTVM,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2010,RSFN,Não
62331228,DEUTSCHE BANK S.A. - BANCO ALEMAO,DEUTSCHE BANK S.A.BCO ALEMAO,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Sim
62421979,BANCO BMG SOLUÇÕES FINANCEIRAS S.A.,BANCO BMG SOLUÇÕES FINANCEIRAS S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
62673470,CC SICOOB COOPMIL,CC SICOOB COOPMIL,62673470000173,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
62931522,CCC ESTADO SP - CECRESP,CCC ESTADO SP - CECRESP,62931522000164,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
63917579,CCC DO ESTADO DE SÃO PAULO,CCC DO ESTADO DE SÃO PAULO,63917579000171,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
64237530,CC CREDIUNA LTDA,CC CREDIUNA LTDA,64237530000130,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
64276058,CC CREDINORTE - SICOOB CREDINORTE,CC CREDINORTE - SICOOB CREDINORTE,64276058000145,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
64480833,CC CREDIMAC LTDA - SICOOB CREDIMAC,CC CREDIMAC LTDA - SICOOB CREDIMAC,64480833000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
64739121,SICOOB CRED COPERCANA,SICOOB CRED COPERCANA,64739121000132,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
65229254,CC COOPACREDI,CC COOPACREDI,65229254000121,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
65239402,CC UNIÃO DO CENTRO OESTE DE MINAS,CC UNIÃO DO CENTRO OESTE DE MINAS,65239402000199,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
65697260,REPOM,REPOM,65697260000103,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
66259110,CC CREDIBAM LTDA.,CC CREDIBAM LTDA.,66259110000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
66262643,CCLA DE POMPEU LTDA.,CCLA DE POMPEU LTDA.,66262643000111,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
66398496,CC CREDIARA LTDA.,CC CREDIARA LTDA.,66398496000101,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
66402207,COOPERATIVA DE CRÉDITO SAROM,COOPERATIVA DE CRÉDITO SAROM,66402207000109,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
66463407,CCLA DE ITAÚNA E REGIÃO LTDA,CCLA DE ITAÚNA E REGIÃO LTDA,66463407000163,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
66788142,CC CREDIMOTA,CC CREDIMOTA,66788142000173,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
67030395,TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,TRUSTEE DTVM LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,04/05/2021,RSFN,Não
67096909,CC CREDICOCAPEC,CC CREDICOCAPEC,67096909000166,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
67915868,CECM TRAB CIA PROC DADOS SP,CECM TRAB CIA PROC DADOS SP,67915868000192,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
67960229,CC CREDIGUAÇU,CC CREDIGUAÇU,67960229000149,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
68512748,CC CREDIESMERALDAS LTDA.,CC CREDIESMERALDAS LTDA.,68512748000107,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
68757681,SIMPAUL,SIMPAUL,68757681000170,Sociedade Corretora de TVM,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,17/03/2020,RSFN,Não
68900810,BCO RENDIMENTO S.A.,BCO RENDIMENTO S.A.,68900810000138,Banco Comercial,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,22/04/2002,RSFN,Sim
68969625,CECM EMP USAGRO,CECM EMP USAGRO,68969625000108,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
69346856,COOP SICOOB CREDIMOGIANA,COOP SICOOB CREDIMOGIANA,69346856000110,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
70038237,COOP SICREDI RIO GRANDE DO NORTE,COOP SICREDI RIO GRANDE DO NORTE,70038237000147,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
70116611,SICOOB CENTRAL NE,SICOOB CENTRAL NE,70116611000185,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
70119680,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORDESTE - CENTRAL SICREDI NORDESTE",CENTRAL NORDESTE,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/03/2024,RSFN,Não
70241658,SICREDI RECIFE,SICREDI RECIFE,70241658000170,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
70431630,COOP SICREDI UNIVALES MT/RO,COOP SICREDI UNIVALES MT/RO,70431630000104,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
70937271,CCLA PROF SAÚDE UNICRED ALIANÇA,CCLA PROF SAÚDE UNICRED ALIANÇA,70937271000153,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71027866,BCO BS2 S.A.,BCO BS2 S.A.,71027866000134,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Não
71146450,CCLA CAMPOS GERAIS E CAMPO DO,CCLA CAMPOS GERAIS E CAMPO DO,71146450000135,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71154256,CC SACRAMENTO,CC SACRAMENTO,71154256000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71154876,CCLA NOROESTE DE MG CREDIPINHO,CCLA NOROESTE DE MG CREDIPINHO,71154876000130,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71163315,UNICRED AMPLA,UNICRED AMPLA,71163315000106,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71207740,CCR IRAI - SICOOB CREDIMIL,CCR IRAI - SICOOB CREDIMIL,71207740000141,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71230338,CCLA ARCOS,CCLA ARCOS,71230338000188,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71237184,CC CREDIBELO LTDA. - SICOOB CREDIBELO,CC CREDIBELO LTDA. - SICOOB CREDIBELO,71237184000156,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71238232,CC CENTRO SUL MINEIRO,CC CENTRO SUL MINEIRO,71238232000120,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
